sample_id,latitude,longitude,spatial_block_id,regional_zone_id,label_status,manganese_associated,data_quality_flag,feature_distribution_distance,distance_to_nearest_known_manganese_occurrence_km,geological_group,geological_formation,stratigraphic_unit,lithology,host_rock,ore_host_compatibility_score,formation_contact_distance_km,geological_age_ma,metamorphic_grade,weathering_class,alteration_intensity,geological_complexity_score,distance_to_fault_km,distance_to_lineament_km,lineament_density_per_sq_km,lineament_intersection_density,shear_zone_proximity_km,structural_complexity_score,fold_position,fold_hinge_proximity_km,structural_orientation,distance_to_major_geological_contact_km,drainage_anomaly_score,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos,curvature,terrain_ruggedness,local_relief_m,drainage_density,topographic_position_index,valley_or_ridge_class,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDMI,MNDWI,BSI,B4_B2_ratio,B11_B12_ratio,B12_B8_ratio,B11_B8_ratio,gossan_alteration_index,red_edge_ratio_1,red_edge_ratio_2,VV,VH,VV_VH_ratio,radar_backscatter_mean,radar_texture,radar_roughness_proxy,aster_vnir_swir_proxy,aster_thermal_lithology_proxy,multisensor_spectral_anomaly_score
SAU-013971,22.03006,80.20353,BLK_021_017,ZONE_03,UNLABELLED,not_documented,ok,2.81396,21.20672,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock,0.4356,5.60997,1894.54974,medium (lower amphibolite),fresh / slightly weathered,0.0415,0.4761,13.75384,10.16147,0.46389,0.0,12.71744,0.1464,not_applicable,23.16012,N-S,0.18836,0.0566,412.77915,4.62463,218.23407,-0.61888,-0.78549,0.3237,11.05104,39.10132,2.02389,-0.801,slope,0.02579,0.05906,0.0155,0.06336,0.1578,0.21561,0.23105,,0.19905,0.17824,0.87426,0.0744,-0.54237,-0.08971,0.60101,1.11675,0.77143,0.8615,0.83534,2.49053,3.40294,-10.22287,-17.66925,7.44638,-13.94606,0.31754,0.302,0.22701,0.0,0.4097
SAU-013972,21.85788,79.35004,BLK_018_000,ZONE_01,UNLABELLED,not_documented,ok,1.45274,43.92908,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.1294,25.0,2383.23375,granulite facies,moderately weathered,0.3032,0.4129,42.21367,33.84105,0.72285,0.52839,48.8168,0.4398,not_applicable,11.87005,ENE-WSW,0.31813,0.3269,469.64193,3.50509,88.24427,0.99953,0.03064,0.0028,11.95625,63.4836,1.31414,-1.90134,slope,0.05252,0.08346,0.07387,0.08131,0.13464,0.18952,0.20671,0.19448,0.22985,0.18064,0.47345,-0.05301,-0.46724,0.07903,1.40651,1.27242,0.87388,1.11194,1.17162,1.65588,2.33083,-11.74362,-21.42417,9.68055,-16.5839,1.01044,1.25687,-1.12547,0.6832,
SAU-013973,21.74274,79.88191,BLK_015_010,ZONE_05,UNLABELLED,not_documented,ok,3.73461,4.15209,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9091,0.30956,1957.54638,high (upper amphibolite),highly weathered / lateritic,0.4949,0.778,3.12976,2.25954,2.17545,1.76151,6.6454,0.9836,not_applicable,20.05266,ENE-WSW,0.21861,0.5859,260.0,9.81751,268.91958,-0.99982,-0.01886,0.4366,13.11449,53.60312,1.69313,-6.939,valley,0.04788,0.08246,0.07251,0.0921,0.22044,0.25316,0.24683,0.27712,,0.15981,0.54588,,,,1.51441,,0.64745,,,2.39349,2.74875,-9.2262,-18.09347,8.86728,-13.65984,0.68377,0.75684,-0.21452,0.452,0.258
SAU-013974,21.62576,79.40044,BLK_013_001,ZONE_09,UNLABELLED,not_documented,ok,2.08423,31.52797,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,Basaltic/lateritic cover and alluvium,0.2048,6.38084,64.59394,high (upper amphibolite),moderately weathered,0.0,0.5147,17.65567,19.24232,0.60307,0.68363,25.36865,0.3874,not_applicable,5.90054,N-S,12.34168,0.5875,330.6343,4.17463,156.54641,0.39801,-0.91738,0.4193,12.57973,51.5569,1.37193,-6.59477,valley,0.04735,0.04746,0.03515,0.07906,0.18949,0.27558,0.28695,0.28235,0.20223,0.15381,0.78174,0.17319,-0.61985,-0.16954,0.74234,1.3148,0.53602,0.70476,0.71008,2.39679,3.48571,-10.00923,-17.41432,7.40509,-13.71178,0.68155,0.54931,0.28322,0.8893,0.5079
SAU-013975,21.64604,79.7309,BLK_013_007,ZONE_05,UNLABELLED,not_documented,ok,2.42351,4.0864,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.4061,6.45321,1853.65503,low (greenschist),fresh / slightly weathered,0.337,0.5012,0.04194,0.0424,1.66918,0.35277,15.66258,0.5228,not_applicable,7.44793,ENE-WSW,2.55068,0.5067,336.67191,4.00157,319.81458,-0.64526,0.76396,0.0313,7.78925,36.966,1.48992,-0.35218,slope,0.0779,0.08597,,0.12294,0.16844,0.18376,0.20774,0.2036,0.23905,0.19719,,-0.07008,-0.47099,,,1.21228,0.94922,1.15072,,1.3701,1.49471,-14.49137,-22.23648,7.74511,-18.36393,0.28749,0.43361,-0.55852,0.25,0.2396
SAU-013976,21.55895,80.63256,BLK_012_025,ZONE_10,UNLABELLED,not_documented,ok,3.56546,48.46629,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,Basaltic/lateritic cover and alluvium,0.1129,4.48885,4.11806,low (greenschist),moderately weathered,0.0407,0.5055,5.21664,4.01645,0.62937,0.88896,16.1839,0.5552,not_applicable,37.84354,NW-SE,12.68969,0.1604,271.88066,5.7876,310.64313,-0.75878,0.65135,-0.1137,10.96791,44.29337,1.88625,6.64917,ridge,0.0419,0.07505,0.02205,0.06311,0.23095,0.26197,0.26473,0.29671,0.22947,0.15462,0.84622,0.07135,-0.50709,-0.09874,0.52625,1.48409,0.58407,0.86681,0.82027,3.65948,4.15101,-10.19585,-19.47026,9.27441,-14.83306,0.57024,0.63874,-0.2557,0.5407,0.3572
SAU-013977,21.95676,80.57237,BLK_020_024,ZONE_06,UNLABELLED,not_documented,ok,3.10235,10.69974,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.0301,0.41403,,high (upper amphibolite),fresh / slightly weathered,0.3224,0.4325,4.49435,3.51336,1.04677,0.66586,21.10485,0.7711,not_applicable,14.49159,NNE-SSW,17.57015,0.0,509.75612,9.18283,132.05705,0.74248,-0.66987,0.0458,10.2026,46.83416,2.10801,2.04962,slope,0.04242,0.06367,0.04399,0.11544,0.21027,0.22747,0.27212,0.27793,,0.20574,0.72168,,,,1.03701,,0.75606,,,1.82147,1.97046,-10.2212,-20.70339,10.48219,-15.46229,0.35248,0.68856,0.15685,0.7139,0.2403
SAU-013978,21.23156,80.24032,BLK_005_017,ZONE_02,UNLABELLED,not_documented,ok,3.48326,61.59028,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.1793,0.73321,2837.38843,medium (lower amphibolite),moderately weathered,0.0,0.525,24.55733,19.8668,0.6254,0.31166,28.35658,0.1982,not_applicable,58.83688,E-W,9.08917,0.0123,662.82975,5.52675,160.53844,0.33317,-0.94287,0.2104,7.80339,39.13813,1.55684,3.69447,ridge,0.0331,0.07951,0.03658,0.07864,0.19962,0.24592,0.25066,0.24194,0.16647,,0.7453,0.20183,-0.35352,-0.16579,1.10514,,,0.66413,0.71557,2.5384,3.12716,-8.62617,-17.09774,8.47157,-12.86195,0.43832,0.78127,,0.9411,0.1698
SAU-013979,22.04823,79.82691,BLK_021_009,ZONE_01,UNLABELLED,not_documented,ok,2.57665,35.76731,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.0655,0.17311,2750.78278,medium (lower amphibolite),moderately weathered,0.0,0.4352,15.84824,13.0517,0.33922,0.0,29.92228,0.5265,limb,18.08032,N-S,5.68504,0.0,384.36789,8.99083,61.34438,0.87752,0.47954,0.0398,12.16726,44.25277,1.19944,-0.45248,slope,0.04629,0.05668,0.0462,0.06661,0.1611,0.23369,0.23427,0.25385,0.23132,0.17625,0.67055,0.00634,-0.60639,-0.00545,0.99806,1.31245,0.75234,0.98741,0.98916,2.41856,3.50833,-9.65306,-20.48768,10.83462,-15.07037,0.87496,1.07975,-0.20804,0.9391,0.3551
SAU-013980,21.62139,79.86539,BLK_013_010,ZONE_05,UNLABELLED,not_documented,ok,1.76622,11.01893,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock,0.3296,16.01287,1622.95649,low (greenschist),fresh / slightly weathered,0.1061,0.4108,3.68361,3.53124,0.66183,0.95957,7.99428,0.5794,limb,9.89028,ENE-WSW,0.16756,0.2486,395.67983,10.27653,288.83014,-0.94648,0.32276,0.0914,11.03219,53.01419,1.83259,3.43451,ridge,0.06312,0.06666,0.06738,0.08011,0.18568,0.25722,,0.2757,0.31062,0.22083,,,-0.64663,,1.06749,1.4066,,,,2.31781,3.21084,-10.70884,-17.99386,7.28501,-14.35135,0.19562,0.58739,-0.01395,0.039,0.3382
SAU-013981,21.47492,79.39968,BLK_010_000,ZONE_09,UNLABELLED,not_documented,ok,2.93341,31.58409,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.15,3.15091,3155.52754,high (upper amphibolite),fresh / slightly weathered,0.2568,0.5144,24.46012,19.40095,0.78263,0.0,19.07045,0.8796,not_applicable,22.46325,E-W,2.50768,,434.63985,7.03296,255.37735,-0.96761,-0.25245,0.1819,11.31129,63.86849,0.72107,-0.29417,slope,0.0613,0.09418,0.04382,0.09365,0.23579,0.28342,0.3132,0.27847,0.15237,0.06672,0.75452,0.34545,-0.23602,-0.31245,0.71485,2.28372,0.21303,0.48649,0.52387,2.51778,3.02637,-10.65945,-15.30832,4.64887,-12.98389,0.83904,1.25154,1.19621,0.9771,0.441
SAU-013982,21.20323,79.78977,BLK_005_008,ZONE_04,UNLABELLED,not_documented,ok,2.42453,38.64073,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.1984,3.66297,3006.27986,medium (lower amphibolite),highly weathered / lateritic,0.0,0.3857,30.66515,22.33659,0.6515,0.31919,19.91393,0.6095,not_applicable,31.80946,ENE-WSW,9.32219,0.2047,492.07668,10.90621,78.61888,0.98034,0.19733,0.3833,13.30691,50.14561,1.37335,-8.82642,valley,0.03151,0.07711,0.01503,0.06807,0.27954,0.37563,0.38896,0.39032,0.21611,0.19978,0.92559,0.28567,-0.47405,-0.29056,0.47699,1.08174,0.51363,0.55561,0.54972,4.10665,5.51829,-6.67537,-13.37557,6.7002,-10.02547,0.86562,0.90003,0.34539,0.6407,0.4171
SAU-013983,21.28128,80.3697,BLK_006_020,ZONE_08,UNLABELLED,not_documented,ok,3.76436,60.52527,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0,0.11646,2452.03282,granulite facies,fresh / slightly weathered,0.2674,0.506,26.14328,24.98133,0.5474,0.29531,16.49728,0.6078,limb,,N-S,14.0788,0.063,535.61575,10.00771,183.55637,-0.06203,-0.99807,-0.2516,0.5,2.46684,1.28865,4.81148,ridge,0.04371,,0.06803,0.07709,0.08315,0.10388,0.14514,0.15101,0.29513,0.25573,0.36173,-0.34068,,0.31577,1.55639,1.15407,1.76195,2.03342,1.92301,1.07861,1.34752,-16.98567,-22.78203,5.79636,-19.88385,0.05,0.02,-0.15522,1.0,0.3171
SAU-013984,21.65098,80.02516,BLK_014_013,ZONE_03,UNLABELLED,not_documented,ok,2.18472,14.27513,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.2569,0.77749,2660.7494,high (upper amphibolite),moderately weathered,0.2194,0.5809,0.64263,0.41569,0.05,0.41299,9.19569,0.4703,not_applicable,26.68457,E-W,8.30097,0.5541,491.57181,2.99521,166.86709,0.22721,-0.97385,1.0725,13.87827,53.37547,1.44722,-15.92387,valley,0.03903,0.08181,0.05926,0.08457,0.2519,0.29943,0.36546,0.34173,0.11367,0.02257,0.72095,0.52551,-0.16298,-0.40103,1.51832,5.03633,0.06176,0.31103,0.42753,2.9786,3.54062,-8.8405,-15.72805,6.88755,-12.28427,0.9892,0.98394,-0.443,0.9704,0.4657
SAU-013985,21.13207,79.96968,BLK_003_012,ZONE_04,UNLABELLED,not_documented,ok,3.08624,51.46818,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.308,2.64694,2487.74916,high (upper amphibolite),fresh / slightly weathered,0.1181,0.5616,35.06044,26.22838,0.72482,0.1869,38.7669,0.4481,not_applicable,48.26961,NW-SE,17.1577,0.0,546.76912,8.70393,76.85404,0.97379,0.22743,-0.3473,5.76528,29.13745,1.12341,6.48188,ridge,0.06584,0.08359,0.04941,0.09408,0.2478,0.29253,0.29184,,0.1536,0.07779,0.71042,0.31034,-0.29516,-0.27586,0.75046,1.97455,0.26655,0.52632,0.56757,2.63393,3.10938,-9.83508,-18.57284,8.73775,-14.20396,0.05,0.2689,-0.00711,0.5239,0.3741
SAU-013986,20.95397,79.46843,BLK_000_002,ZONE_07,UNLABELLED,not_documented,ok,2.77478,69.9189,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.2176,8.93283,2697.17362,high (upper amphibolite),fresh / slightly weathered,0.2098,0.4874,11.85667,12.06574,0.96871,0.87335,48.3692,0.4833,limb,59.73424,N-S,0.12945,0.0,520.915,4.87063,110.60622,0.93602,-0.35194,0.0627,10.5919,54.87396,1.22586,-0.60949,slope,0.03162,0.03883,0.005,0.04084,0.17207,0.24769,0.27272,0.27036,0.15747,0.11654,0.96399,0.2679,-0.60438,-0.30391,0.15813,1.35121,0.42732,0.57741,0.53384,4.21327,6.06489,-9.83845,-17.55281,7.71436,-13.69563,0.53852,0.58065,-0.95729,1.0,0.2963
SAU-013987,21.26107,80.5447,BLK_006_023,ZONE_08,UNLABELLED,not_documented,ok,2.91422,70.38033,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.172,0.63706,3068.52364,high (upper amphibolite),fresh / slightly weathered,0.3316,0.4805,26.07504,28.81607,1.17087,1.51429,21.66051,0.4744,not_applicable,58.95297,NNE-SSW,0.31922,0.1032,373.11394,6.20477,275.30226,-0.99572,0.09241,-0.0013,0.5,12.99883,1.24171,-3.05018,valley,0.05912,0.04185,0.09016,0.07768,0.10615,0.16862,0.14708,0.1739,0.32399,0.25792,0.23993,-0.37555,-0.77121,0.33521,1.52503,1.25616,1.7536,2.20281,2.00849,1.3665,2.1707,-13.69357,-23.43429,9.74072,-18.56393,0.05,0.02,0.63882,1.0,0.4392
SAU-013988,21.31492,79.718,BLK_007_007,ZONE_04,UNLABELLED,not_documented,ok,3.35522,26.11069,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.2541,3.92187,2036.343,high (upper amphibolite),highly weathered / lateritic,0.0665,0.501,8.93853,9.42032,1.04554,1.04564,5.78414,0.5897,limb,17.53667,NW-SE,2.55718,0.0067,,5.11589,345.91395,-0.24338,0.96993,0.1951,8.66541,48.55352,1.41677,0.18224,slope,,0.07454,0.08057,0.10814,0.18436,0.2299,0.24579,0.24313,0.29199,0.22062,0.50625,-0.08591,-0.59327,,,1.3235,0.8976,1.18797,,1.70483,2.12595,-11.38081,-19.39666,8.01585,-15.38873,0.05471,0.67959,-0.46793,0.6901,0.3095
SAU-013989,22.07958,79.84777,BLK_022_009,ZONE_01,UNLABELLED,not_documented,ok,2.47074,37.61918,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.3067,7.2792,2390.67788,low (greenschist),highly weathered / lateritic,0.0,0.4373,18.65423,14.27887,0.3298,0.31514,31.41171,0.5694,not_applicable,22.07791,N-S,14.87599,0.0688,418.93813,8.21962,54.05061,0.80954,0.58707,-0.2315,8.57621,41.69265,1.32554,3.3143,,0.02321,0.06869,0.02564,0.08332,0.18114,0.23689,0.27998,0.27269,0.23365,0.23208,0.83221,0.0902,-0.54561,-0.07805,1.1047,1.00676,0.82892,0.83452,0.85521,2.17403,2.84313,-9.12869,-19.48211,10.35342,-14.3054,0.13885,0.65595,-0.30967,0.908,0.3608
SAU-013990,21.64819,79.77992,BLK_013_008,ZONE_05,UNLABELLED,not_documented,ok,1.91715,6.36187,Sausar Group,,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.331,0.91942,1691.86047,medium (lower amphibolite),highly weathered / lateritic,0.1527,0.5158,1.7739,1.2663,1.38692,0.47347,13.44626,0.7755,not_applicable,6.31372,NNE-SSW,0.69034,0.4472,425.14043,5.76561,295.41725,-0.90321,0.42921,-0.1474,10.25315,49.11348,1.50885,-0.27585,slope,0.08922,,0.11032,0.11739,0.23857,0.26998,0.28867,0.27448,0.28093,0.14956,0.447,0.01359,,0.01737,1.23649,1.87838,0.5181,0.97319,1.03535,2.03229,2.29986,-10.76919,-17.56604,6.79685,-14.16761,0.63718,0.89084,0.42022,0.8448,0.4152
SAU-013991,21.43692,79.77735,BLK_009_008,ZONE_09,UNLABELLED,not_documented,ok,3.32956,12.8636,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.0339,10.8232,3190.4537,low (greenschist),fresh / slightly weathered,0.1388,0.4479,3.60097,2.49476,1.61705,0.80923,4.04245,0.4154,not_applicable,9.29575,E-W,2.6927,0.2233,439.50431,2.75668,270.87994,-0.99988,0.01536,0.5098,11.07142,41.51898,1.2762,-5.5011,valley,0.01778,0.07843,,0.06005,0.18069,0.18699,,0.24347,0.3636,0.29094,,,-0.64514,,,1.24974,,,,3.00899,3.11391,-8.28788,-17.78075,9.49287,-13.03431,0.44064,0.83837,0.25284,1.0,0.5106
SAU-013992,22.1296,80.12912,BLK_023_015,ZONE_03,UNLABELLED,not_documented,ok,2.28877,33.71376,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),Granite gneiss / migmatite (basement),0.3777,8.20403,2812.98885,high (upper amphibolite),moderately weathered,,0.2542,21.74507,23.35521,1.01621,0.45907,24.86587,0.3778,not_applicable,36.31313,NNE-SSW,21.9156,0.3191,492.47914,4.27091,202.39433,-0.38098,-0.92458,0.1472,12.51738,44.01079,1.05736,-1.47079,slope,0.05721,0.06453,0.10353,0.0911,0.15008,0.1548,0.17425,0.19068,0.18534,0.17728,0.25459,-0.03084,-0.48349,0.11033,1.80965,1.04546,1.01739,1.06364,1.24803,1.64742,1.69923,-11.5364,-20.59157,9.05517,-16.06398,1.09515,0.83849,-1.18525,0.9869,0.4206
SAU-013993,21.39088,80.16514,BLK_008_016,ZONE_02,UNLABELLED,not_documented,ok,5.00757,45.27358,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.2179,4.16693,2167.00122,high (upper amphibolite),fresh / slightly weathered,0.2916,0.4534,0.90536,0.6252,1.15568,0.63156,27.06137,0.5252,not_applicable,44.03481,E-W,5.07356,0.4706,676.69588,5.32388,239.45352,-0.86122,-0.50824,-0.104,11.13927,48.21431,1.17601,5.2465,ridge,0.02282,0.05242,,0.05471,0.11687,0.19927,0.16498,0.14847,0.2399,0.21265,,-0.18504,-0.64135,,,1.12814,1.28894,1.45412,,2.13617,3.6423,-10.97054,-21.20579,10.23525,-16.08817,,1.01804,-1.02893,0.6625,0.2781
SAU-013994,22.09977,80.12813,BLK_022_015,ZONE_03,UNLABELLED,not_documented,ok,1.37675,30.63362,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock,0.2998,3.31315,1897.39731,low (greenschist),fresh / slightly weathered,0.2695,0.3997,21.08196,20.55221,0.94233,0.61541,21.57333,0.4408,limb,34.10866,NW-SE,17.6619,0.3846,421.3051,2.12844,211.10188,-0.51656,-0.85625,-0.0308,11.70992,51.12572,2.10536,1.37449,slope,0.04663,0.06133,0.06759,0.06077,0.14545,0.19709,0.23202,0.23902,0.18751,0.15379,0.54881,0.10609,-0.50707,-0.04412,1.4495,1.21926,0.66283,0.80816,0.91549,2.39345,3.24321,-11.17844,-18.28821,7.10978,-14.73333,0.28137,0.70147,-0.78946,0.426,0.3093
SAU-013995,22.07976,79.43905,BLK_022_001,ZONE_01,UNLABELLED,not_documented,ok,4.96206,53.27564,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),,"Marble, calc-silicate rock, granulite/gneiss",0.2404,2.05933,1956.31346,low (greenschist),moderately weathered,0.1134,0.4988,53.90817,39.95203,0.52101,,62.03688,0.44,limb,31.62782,NNE-SSW,11.49929,0.0139,431.92197,2.37713,69.0287,0.93376,0.3579,0.2502,23.64238,87.44979,2.32707,-2.31246,slope,0.07067,0.12345,0.07187,0.1314,0.27861,0.32756,0.32782,0.34011,0.34422,0.24321,0.64037,-0.0244,-0.47206,0.02161,1.01698,1.41532,0.7419,1.05003,1.04417,2.12032,2.49285,-5.96524,-10.66907,4.70383,-8.31716,1.41333,1.46348,1.67335,0.2851,0.5005
SAU-013996,21.77788,80.6104,BLK_016_025,ZONE_06,UNLABELLED,not_documented,ok,4.6915,25.74076,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,Basaltic/lateritic cover and alluvium,,0.27426,9.96958,high (upper amphibolite),moderately weathered,0.0,0.0586,13.01665,12.49921,1.29162,0.52781,26.53893,0.0,not_applicable,23.52111,ENE-WSW,21.37386,0.1075,271.62444,9.41451,62.21691,0.88472,0.46613,-0.282,17.99645,74.57026,1.75973,7.79399,ridge,0.03446,0.06684,0.005,0.05082,0.21058,,0.33844,0.28537,,0.13333,0.97088,,,,0.1451,,0.39395,,,4.14364,,-5.62103,-15.7192,10.09817,-10.67011,1.47994,1.26557,-0.91942,0.7482,0.4384
SAU-013997,21.58028,80.27818,BLK_012_018,ZONE_10,UNLABELLED,not_documented,ok,2.39001,26.2171,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0861,11.18779,2517.39566,medium (lower amphibolite),moderately weathered,0.0,0.55,10.8358,11.56309,1.25606,1.1498,22.45796,0.4221,not_applicable,20.31307,N-S,4.16121,0.3969,540.53128,7.89201,282.56581,-0.97605,0.21756,-0.0169,16.4891,66.48302,1.81195,0.69825,slope,0.03352,0.04906,0.00845,0.05583,0.1685,0.24898,0.25699,0.25191,0.23137,0.22115,0.93633,0.05246,-0.65011,-0.09558,0.25209,1.04621,0.86054,0.90031,0.82551,3.01809,4.45961,,-18.3912,,,0.8464,1.02312,-0.12037,0.8564,0.3723
SAU-013998,21.93609,80.49755,BLK_019_022,ZONE_06,UNLABELLED,not_documented,ok,3.10502,4.71063,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.6433,11.03521,1750.02159,low (greenschist),moderately weathered,0.4185,0.641,,0.69404,1.79464,0.742,13.07404,0.6147,limb,6.6519,ENE-WSW,1.53707,0.3181,436.07684,10.56378,89.71467,0.99999,0.00498,-0.2591,11.86494,48.45964,1.59846,1.37777,slope,0.08139,0.08614,0.10363,0.11791,0.20373,0.25327,0.25672,0.24288,0.1847,0.08028,0.42484,0.16316,-0.3639,-0.07946,1.27325,2.3007,0.31271,0.71946,0.85277,1.72784,2.14799,-10.79648,-20.12842,9.33195,-15.46245,0.35999,0.41158,0.70458,0.3391,0.3065
SAU-013999,21.33869,79.55757,BLK_007_004,ZONE_07,UNLABELLED,not_documented,value_corrected_physical_bound,2.41282,27.3025,Tirodi Gneissic Complex,,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0333,3.08806,2570.88787,granulite facies,highly weathered / lateritic,0.1791,0.7107,5.941,5.71481,1.10142,0.8366,12.06613,0.6303,limb,17.3902,N-S,9.01607,0.3101,467.771,3.26061,236.71059,-0.83591,-0.54887,0.3286,6.37576,23.33155,1.35905,-0.46601,slope,0.07548,0.07823,0.1,0.11143,0.12417,0.15266,0.14208,0.16431,0.34548,0.28396,0.17383,-0.41718,-0.63074,0.34375,1.32485,1.21665,1.99859,2.43159,2.04762,1.11433,1.37001,-12.52081,-22.88937,10.36856,-17.70509,0.35912,0.54032,0.14543,0.9759,0.4864
SAU-014000,21.39143,80.56174,BLK_008_024,ZONE_10,UNLABELLED,not_documented,ok,3.92573,59.82127,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.2999,0.86131,1785.0482,medium (lower amphibolite),highly weathered / lateritic,0.0,0.6499,20.6065,14.49613,1.05114,0.47078,12.0817,0.4977,not_applicable,46.73812,NW-SE,5.02624,0.2094,260.0,1.61986,300.05332,-0.86556,0.50081,0.7402,13.2634,52.07939,2.1236,-14.85611,valley,0.05454,0.05493,,0.08393,0.19031,0.21959,0.2394,0.25656,0.20692,0.17811,,0.07277,-0.58045,,,1.16175,0.74398,0.86433,,2.26748,2.61635,-9.21657,-15.8176,6.60103,-12.51709,0.72879,0.51847,0.12436,0.7226,0.3077
