latitude,longitude,geological_group,geological_formation,stratigraphic_unit,lithology,metamorphic_grade,weathering_class,fold_position,structural_orientation
21.32798,79.97034,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,high (upper amphibolite),moderately weathered,not_applicable,NNE-SSW
21.80827,80.65,Amgaon Gneissic Complex,,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),moderately weathered,not_applicable,ENE-WSW
21.46011,79.70775,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,limb,ENE-WSW
21.52521,79.76195,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,granulite facies,highly weathered / lateritic,not_applicable,NNE-SSW
21.98902,79.49435,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",,highly weathered / lateritic,limb,E-W
21.14362,79.45126,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,highly weathered / lateritic,not_applicable,ENE-WSW
21.87041,80.6476,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,N-S
21.52838,80.52548,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.10622,79.83047,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,not_applicable,NNE-SSW
21.71152,80.12906,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),fresh / slightly weathered,not_applicable,E-W
21.7116,80.12403,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),fresh / slightly weathered,not_applicable,ENE-WSW
21.30564,80.06755,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,high (upper amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.11748,79.35,Amgaon Gneissic Complex,,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,highly weathered / lateritic,not_applicable,ENE-WSW
21.59616,80.41417,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.13366,80.59805,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,medium (lower amphibolite),fresh / slightly weathered,limb,NW-SE
22.0736,79.42853,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,medium (lower amphibolite),highly weathered / lateritic,limb,NNE-SSW
21.72904,80.50998,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,medium (lower amphibolite),moderately weathered,limb,NW-SE
21.13986,79.74199,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,high (upper amphibolite),highly weathered / lateritic,not_applicable,N-S
21.92545,80.56215,Amgaon Gneissic Complex,,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,fresh / slightly weathered,not_applicable,N-S
21.54503,79.7167,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,medium (lower amphibolite),highly weathered / lateritic,not_applicable,NNE-SSW
22.02738,79.44931,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),moderately weathered,limb,NW-SE
22.04191,79.4546,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),moderately weathered,limb,ENE-WSW
21.06905,80.60289,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,limb,E-W
22.01756,79.47896,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,granulite facies,fresh / slightly weathered,not_applicable,E-W
22.05739,79.47663,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,medium (lower amphibolite),highly weathered / lateritic,limb,NNE-SSW
21.82695,80.6138,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,highly weathered / lateritic,not_applicable,NNE-SSW
21.1757,80.23688,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,granulite facies,moderately weathered,limb,E-W
22.15,79.45153,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,low (greenschist),moderately weathered,not_applicable,ENE-WSW
21.11532,79.84959,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",low (greenschist),moderately weathered,not_applicable,N-S
21.95102,79.42059,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,fresh / slightly weathered,limb,NW-SE
21.05996,80.65,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,low (greenschist),moderately weathered,limb,NNE-SSW
21.71671,80.48292,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,high (upper amphibolite),highly weathered / lateritic,not_applicable,NNE-SSW
21.33469,80.12114,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,not_applicable,N-S
20.99763,80.53358,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,granulite facies,moderately weathered,not_applicable,E-W
21.59765,80.42966,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,low (greenschist),highly weathered / lateritic,limb,
21.21215,80.13673,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,low (greenschist),highly weathered / lateritic,limb,ENE-WSW
21.53004,79.65328,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,low (greenschist),highly weathered / lateritic,limb,ENE-WSW
21.50323,79.77487,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,medium (lower amphibolite),moderately weathered,not_applicable,E-W
21.60091,80.4166,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,not_applicable,NW-SE
21.29184,80.08339,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,low (greenschist),fresh / slightly weathered,not_applicable,N-S
22.08928,79.42446,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,,Basaltic/lateritic cover and alluvium,medium (lower amphibolite),fresh / slightly weathered,not_applicable,E-W
21.73342,80.05551,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,high (upper amphibolite),fresh / slightly weathered,not_applicable,N-S
21.23935,79.99759,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,granulite facies,fresh / slightly weathered,not_applicable,E-W
20.95,80.55403,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,fresh / slightly weathered,not_applicable,ENE-WSW
21.61664,79.72579,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,granulite facies,highly weathered / lateritic,limb,N-S
21.5894,79.70373,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",medium (lower amphibolite),highly weathered / lateritic,limb,NNE-SSW
21.11469,79.46709,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,limb,ENE-WSW
21.17524,79.43739,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.73402,80.63164,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.92174,80.1013,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,fresh / slightly weathered,not_applicable,N-S
21.1351,79.74516,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,ENE-WSW
21.18729,79.76952,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),low (greenschist),moderately weathered,limb,NNE-SSW
22.09971,79.35,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,NW-SE
21.71676,80.49011,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,granulite facies,moderately weathered,limb,
21.49649,79.65025,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,medium (lower amphibolite),highly weathered / lateritic,not_applicable,NNE-SSW
20.99724,80.55587,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,NW-SE
21.1373,79.65594,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,high (upper amphibolite),highly weathered / lateritic,limb,NNE-SSW
21.84359,80.19758,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,high (upper amphibolite),moderately weathered,not_applicable,NW-SE
21.0915,79.86404,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,medium (lower amphibolite),highly weathered / lateritic,not_applicable,NW-SE
21.89152,80.65,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,low (greenschist),highly weathered / lateritic,not_applicable,NNE-SSW
20.95,80.56021,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,E-W
20.95,80.5497,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),highly weathered / lateritic,not_applicable,E-W
21.70271,80.16756,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),,medium (lower amphibolite),fresh / slightly weathered,limb,N-S
21.19334,79.77676,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),fresh / slightly weathered,not_applicable,NNE-SSW
21.74389,80.55277,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,medium (lower amphibolite),moderately weathered,not_applicable,NW-SE
21.25248,79.95512,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),highly weathered / lateritic,limb,N-S
21.62697,80.46169,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,high (upper amphibolite),fresh / slightly weathered,not_applicable,N-S
21.36449,80.02854,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",low (greenschist),highly weathered / lateritic,not_applicable,ENE-WSW
21.64408,80.14995,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,highly weathered / lateritic,limb,ENE-WSW
21.27849,80.16517,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,fresh / slightly weathered,not_applicable,N-S
21.18494,79.72769,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),highly weathered / lateritic,not_applicable,E-W
21.74789,80.0893,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,medium (lower amphibolite),moderately weathered,not_applicable,ENE-WSW
21.68342,80.14205,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,high (upper amphibolite),fresh / slightly weathered,not_applicable,N-S
21.29725,80.07757,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),moderately weathered,not_applicable,ENE-WSW
21.0135,80.65,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",granulite facies,highly weathered / lateritic,not_applicable,NNE-SSW
21.77415,80.3405,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",granulite facies,moderately weathered,hinge/closure,E-W
21.55717,79.73891,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,granulite facies,moderately weathered,not_applicable,NW-SE
21.4921,79.67917,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,low (greenschist),highly weathered / lateritic,not_applicable,NW-SE
21.89458,80.6088,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,granulite facies,moderately weathered,limb,N-S
21.79956,80.65,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,low (greenschist),moderately weathered,not_applicable,E-W
21.35164,80.16884,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),,low (greenschist),fresh / slightly weathered,not_applicable,NW-SE
21.61935,80.51667,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),highly weathered / lateritic,not_applicable,E-W
21.57753,79.75623,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,high (upper amphibolite),moderately weathered,not_applicable,ENE-WSW
21.97625,79.39787,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,not_applicable,ENE-WSW
21.21236,79.42929,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,medium (lower amphibolite),moderately weathered,not_applicable,E-W
